ID,Age,MonthlyActiveDays,AvgSessionDuration,WorkoutsCompleted,SocialEngagementScore,SubscriptionTier,InAppPurchases,DeviceType,Churned,LifetimeValue,Cluster
1145,36,7,23,7,29,Free,18.22,Android,1,196.48,Cluster 2
1146,46,6,23,7,26,Free,27.01,iOS,1,94.22,Cluster 2
1147,39,30,63,22,82,Premium,123.28,iOS,0,1573.91,Cluster 1
1148,42,29,86,27,71,Premium,195.78,iOS,0,1049.8,Cluster 1
1149,37,27,75,22,96,Premium,257.66,iOS,0,1596.45,Cluster 1
1150,40,29,81,24,85,Premium,165.78,Android,0,1174.45,Cluster 1
1151,31,15,27,0,80,Free,49.24,Android,0,210.49,Cluster 3
1152,32,13,29,0,70,Free,38.22,iOS,1,292.82,Cluster 3
1153,44,10,28,5,15,Premium,20.71,iOS,1,18.76,Cluster 2
1154,32,26,79,20,84,Premium,258.51,Android,0,1274.38,Cluster 1
1155,43,29,76,26,71,Premium,327.67,Android,0,1128.02,Cluster 1
1156,35,1,15,0,11,Free,7.79,Android,1,14.59,Cluster 4
1157,29,30,64,27,94,Basic,105.73,iOS,0,1854.55,Cluster 1
1158,33,28,89,29,93,Premium,157.71,iOS,0,1781.12,Cluster 1
1159,37,27,88,26,95,Premium,288.85,Android,0,1899.43,Cluster 1
1160,26,10,14,0,71,Free,55.15,Android,1,275.55,Cluster 3
1161,33,1,14,2,17,Free,3.54,Android,1,14.54,Cluster 4
1162,26,3,19,3,1,Free,4.17,Android,1,5.5,Cluster 4
1163,33,27,79,28,90,Premium,158.58,Android,0,1932.31,Cluster 1
1164,27,2,7,3,3,Free,6.6,Android,1,96.18,Cluster 4
1165,49,5,30,4,19,Free,12.65,Android,0,105.65,Cluster 2
1166,32,3,21,0,6,Free,8.63,Android,1,14.21,Cluster 4
1167,49,6,28,7,22,Free,20.16,Android,0,54.28,Cluster 2
1168,37,29,65,22,93,Premium,390.39,Android,0,1117.27,Cluster 1
1169,31,2,7,0,17,Free,4.7,iOS,1,2.09,Cluster 4
1170,34,30,84,25,95,Basic,367.76,iOS,0,1632.67,Cluster 1
1171,31,16,13,1,97,Free,53.97,iOS,1,242.39,Cluster 3
1172,39,26,85,28,74,Basic,309.67,iOS,0,1726.47,Cluster 1
1173,32,4,25,1,17,Free,2.85,Android,1,27.17,Cluster 4
1174,25,4,9,2,1,Free,8.18,Android,1,51.23,Cluster 4
1175,26,1,14,3,12,Basic,0.32,Android,1,47.53,Cluster 4
1176,27,20,23,2,87,Premium,22.89,iOS,0,382.29,Cluster 3
1177,21,1,23,3,14,Free,7.38,Android,1,35.09,Cluster 4
1178,22,12,19,0,62,Free,47.93,iOS,1,234.68,Cluster 3
1179,31,5,40,7,12,Basic,7.98,Android,0,188.99,Cluster 2
1180,26,17,13,2,76,Free,29.78,Android,1,210.07,Cluster 3
1181,33,10,29,1,71,Free,41.69,iOS,0,239.57,Cluster 3
1182,21,1,10,0,2,Free,0.41,Android,1,41.33,Cluster 4
1183,31,28,74,24,97,Premium,106.99,iOS,0,1856.3,Cluster 1
1184,28,10,22,0,81,Free,15.42,iOS,1,352.91,Cluster 3
1185,31,5,20,6,24,Premium,25,iOS,1,96.36,Cluster 2
1186,30,19,10,0,61,Free,45.2,iOS,1,239.86,Cluster 3
1187,47,7,44,6,17,Free,28.33,Android,1,152.6,Cluster 2
1188,31,28,86,27,92,Premium,120.94,Android,0,1650.1,Cluster 1
1189,27,5,23,1,4,Free,7.07,iOS,1,94.85,Cluster 4
1190,24,2,14,2,1,Basic,9.65,iOS,1,59.67,Cluster 4
1191,45,5,39,6,16,Free,12.87,Android,1,21.12,Cluster 2
1192,33,4,7,2,19,Free,0.59,Android,1,79.09,Cluster 4
1193,48,7,21,5,20,Free,28.81,Android,1,95.73,Cluster 2
1194,23,4,15,3,1,Free,4.89,iOS,1,20.24,Cluster 4
1195,23,12,23,2,99,Basic,37.46,iOS,1,305.51,Cluster 3
1196,23,14,24,2,73,Basic,43.5,iOS,1,116.49,Cluster 3
1197,37,7,45,4,16,Free,16.71,Android,1,25.72,Cluster 2
1198,37,25,89,20,83,Premium,105.56,iOS,0,1794.73,Cluster 1
1199,26,14,27,0,92,Basic,45.29,Android,1,238.32,Cluster 3
1200,27,16,16,0,93,Basic,21.22,Android,1,261.73,Cluster 3
1201,39,7,42,4,30,Basic,9.78,Android,0,158.78,Cluster 2
1202,33,5,45,4,14,Basic,8.81,iOS,1,29.38,Cluster 2
1203,26,20,20,2,92,Basic,12.41,Android,0,116.95,Cluster 3
1204,40,27,67,28,80,Premium,176.16,Android,0,1531.27,Cluster 1
1205,31,5,7,1,11,Free,3.42,Android,1,31.61,Cluster 4
1206,28,13,21,2,72,Free,53.99,Android,0,299.11,Cluster 3
1207,41,29,67,27,84,Premium,182.34,Android,0,1646.61,Cluster 1
1208,46,6,21,4,26,Free,21.89,iOS,1,42.71,Cluster 2
1209,30,19,22,0,79,Free,46.55,iOS,0,282.24,Cluster 3
1210,27,12,30,2,74,Basic,59.34,Android,1,312.58,Cluster 3
1211,31,14,18,2,77,Free,24.5,Android,1,192.79,Cluster 3
1212,25,14,21,1,77,Basic,17.28,Android,1,248.53,Cluster 3
1213,45,25,75,29,78,Basic,328.76,Android,0,1645.6,Cluster 1
1214,49,6,30,6,12,Basic,16.46,Android,1,64.91,Cluster 2
1215,40,29,72,25,77,Premium,380.74,Android,0,1246.52,Cluster 1
1216,29,20,15,0,75,Free,17.17,Android,0,117.77,Cluster 3
1217,33,27,68,25,70,Premium,206.64,iOS,0,1882.65,Cluster 1
1218,33,11,14,1,98,Free,58.83,iOS,1,212.09,Cluster 3
1219,42,9,24,3,20,Free,6.63,Android,0,26.69,Cluster 2
1220,36,28,87,25,79,Premium,183.26,iOS,0,1118.84,Cluster 1
1221,37,30,77,30,98,Basic,122.32,Android,0,1414.37,Cluster 1
1222,41,30,81,24,78,Basic,311.61,iOS,0,1829.49,Cluster 1
1223,50,6,43,7,16,Free,0.71,iOS,1,58.46,Cluster 2
1224,22,20,16,1,61,Free,23.12,iOS,0,284.08,Cluster 3
1225,27,20,27,2,95,Free,32.2,iOS,1,218.66,Cluster 3
1226,19,3,24,0,11,Free,5.61,iOS,1,74.39,Cluster 4
1227,45,7,25,4,11,Free,25.45,iOS,1,57.98,Cluster 2
1228,36,26,80,23,77,Premium,180.62,iOS,0,1486.35,Cluster 1
1229,42,8,45,7,30,Free,16.41,Android,1,7.18,Cluster 2
1230,18,3,21,2,12,Free,7.49,Android,1,63.1,Cluster 4
1231,26,13,18,2,63,Basic,18.96,iOS,0,159.57,Cluster 3
1232,32,14,21,0,93,Free,40.6,iOS,0,120.17,Cluster 3
1233,29,17,19,1,94,Premium,58.31,iOS,1,236.12,Cluster 3
1234,31,16,22,2,62,Free,43.06,iOS,1,336.09,Cluster 3
1235,47,7,35,4,29,Free,1.42,Android,1,185.67,Cluster 2
1236,29,1,10,1,6,Free,8.67,iOS,1,25.44,Cluster 4
1237,41,29,65,23,90,Premium,384.38,Android,0,1270.42,Cluster 1
1238,36,28,64,25,87,Premium,341.18,iOS,0,1960.21,Cluster 1
1239,41,29,89,29,85,Basic,125.39,Android,0,1947.75,Cluster 1
1240,37,6,23,2,8,Free,3.6,Android,1,62.67,Cluster 4
1241,30,26,60,30,90,Basic,290.45,iOS,0,1285.91,Cluster 1
1242,35,28,64,23,78,Premium,291.83,Android,0,1287.82,Cluster 1
1243,26,1,11,3,14,Free,7.21,Android,1,60.78,Cluster 4
1244,30,2,24,2,4,Free,1.05,Android,1,79.32,Cluster 4
1245,27,27,89,21,85,Premium,328.63,Android,1,1082.92,Cluster 1
1246,24,16,12,0,73,Free,34.81,Android,0,273.57,Cluster 3
1247,50,4,36,7,10,Free,26.62,Android,1,87.25,Cluster 2
1248,36,25,84,25,79,Premium,234.07,iOS,0,1986.49,Cluster 1
1249,38,27,71,20,70,Premium,366.1,Android,0,1351.28,Cluster 1
1250,34,1,19,1,19,Free,6.82,Android,0,8.06,Cluster 4
1251,43,6,21,5,11,Free,22.12,iOS,1,41.24,Cluster 2
1252,30,13,14,0,66,Basic,26.39,iOS,0,386.92,Cluster 3
1253,25,27,74,30,77,Premium,312.4,iOS,0,1624.59,Cluster 1
1254,46,7,20,6,11,Free,20.32,iOS,1,122.17,Cluster 2
1255,49,9,30,7,23,Free,27.27,iOS,1,182.69,Cluster 2
1256,32,4,24,1,0,Free,6.52,Android,1,39.98,Cluster 4
1257,45,8,20,3,18,Premium,20.16,Android,1,171.16,Cluster 2
1258,26,15,18,2,90,Free,23.44,iOS,1,185.83,Cluster 3
1259,45,5,39,3,16,Basic,20.89,Android,1,161.16,Cluster 2
1260,22,11,18,2,71,Basic,30.47,iOS,1,342.87,Cluster 3
1261,45,25,80,30,72,Premium,177.3,iOS,0,1052.09,Cluster 1
1262,20,4,14,3,2,Free,1.98,Android,1,82.01,Cluster 4
1263,31,2,24,3,11,Free,0.59,Android,1,31.59,Cluster 4
1264,25,4,13,3,6,Basic,6.61,Android,1,66.01,Cluster 4
1265,33,29,73,29,95,Premium,146.32,Android,0,1868.15,Cluster 1
1266,42,10,43,4,20,Free,26.74,iOS,1,125.48,Cluster 2
1267,51,5,40,7,24,Premium,1.49,iOS,1,34.28,Cluster 2
1268,42,5,36,8,25,Free,11.29,Android,1,106.58,Cluster 2
1269,34,19,23,0,86,Free,41.56,iOS,0,287.76,Cluster 3
1270,44,10,28,8,19,Free,15.01,Android,1,197.95,Cluster 2
1271,34,8,39,3,17,Free,12.45,Android,1,75.48,Cluster 2
1272,25,29,69,24,72,Premium,290.69,iOS,0,1318.17,Cluster 1
1273,22,15,28,0,68,Basic,59.96,iOS,1,153.62,Cluster 3
1274,27,17,13,1,70,Free,54.8,Android,1,379.35,Cluster 3
1275,27,6,18,3,12,Free,8.86,Android,0,49.68,Cluster 4
1276,38,10,26,7,28,Basic,16.86,Android,1,124.87,Cluster 2
1277,43,5,21,6,25,Basic,16.48,Android,1,112.23,Cluster 2
1278,27,20,19,1,66,Free,49.79,iOS,1,214.24,Cluster 3
1279,19,1,24,3,16,Basic,8.45,iOS,1,83.96,Cluster 4
1280,45,5,32,3,27,Free,23.67,iOS,1,3.17,Cluster 2
1281,43,6,30,4,24,Basic,2.3,Android,1,143.05,Cluster 2
1282,48,6,44,6,26,Premium,10.79,Android,1,150.76,Cluster 2
1283,37,29,68,30,83,Premium,331.65,iOS,0,1414.11,Cluster 1
1284,45,8,29,4,13,Premium,15.91,Android,0,66.2,Cluster 2
1285,31,1,17,2,19,Free,7.41,Android,1,15.77,Cluster 4
1286,40,7,23,7,16,Free,2.73,Android,1,104.43,Cluster 2
1287,30,10,22,1,97,Free,21.5,iOS,1,319.67,Cluster 3
1288,29,30,68,26,78,Premium,365.24,iOS,0,1660.35,Cluster 1
1289,26,4,22,3,12,Free,2.13,Android,1,16.77,Cluster 4
1290,37,30,72,27,88,Premium,323.08,iOS,0,1456.07,Cluster 1
1291,25,4,10,1,3,Free,4.94,Android,1,87.32,Cluster 4
1292,29,6,16,3,15,Free,1.59,Android,1,93.92,Cluster 4
1293,40,4,43,5,15,Free,13.31,Android,0,79.82,Cluster 2
1294,18,1,19,2,3,Free,9.97,iOS,1,96.59,Cluster 4
1295,33,20,25,1,65,Basic,55.11,Android,1,323.67,Cluster 3
1296,32,26,71,29,99,Premium,344.97,iOS,0,1194.63,Cluster 1
1297,26,18,15,0,75,Free,33.67,iOS,0,239.02,Cluster 3
1298,26,16,11,2,68,Free,13.74,Android,0,365.47,Cluster 3
1299,22,17,12,2,67,Free,54.85,Android,1,180.29,Cluster 3
1300,33,4,10,0,9,Free,5.52,iOS,1,71.7,Cluster 4
1301,39,29,86,24,84,Premium,303.51,Android,0,1372.19,Cluster 1
1302,45,10,36,3,20,Free,25.91,Android,0,157.59,Cluster 2
1303,32,4,5,0,4,Free,9.19,iOS,1,41.03,Cluster 4
1304,32,13,10,1,94,Basic,44.16,iOS,0,330.62,Cluster 3
1305,43,5,23,6,12,Free,20.33,Android,1,175.07,Cluster 2
1306,30,2,11,1,6,Free,5.32,Android,1,84.86,Cluster 4
1307,50,4,23,7,30,Free,23.46,Android,1,125.33,Cluster 2
1308,30,27,87,30,78,Premium,267.09,Android,0,1306.41,Cluster 1
1309,33,30,73,26,82,Premium,375.06,iOS,1,1522.96,Cluster 1
1310,22,10,28,1,62,Basic,27.12,iOS,1,114.26,Cluster 3
1311,38,26,64,30,91,Premium,399.16,Android,0,1313.16,Cluster 1
1312,29,18,11,0,83,Free,28.94,Android,1,196.85,Cluster 3
1313,31,10,27,2,63,Basic,36.42,iOS,1,381.83,Cluster 3
1314,32,30,77,21,76,Premium,248.66,iOS,0,1356.37,Cluster 1
1315,43,8,43,8,23,Basic,6.28,iOS,1,54.4,Cluster 2
1316,33,3,11,3,1,Basic,6.13,iOS,1,43.85,Cluster 4
1317,23,3,12,3,7,Free,5.47,Android,1,80.39,Cluster 4
1318,39,26,61,23,75,Premium,136.81,iOS,0,1461.27,Cluster 1
1319,30,12,28,1,65,Basic,41.6,iOS,1,366.08,Cluster 3
1320,28,17,21,1,75,Basic,55.85,iOS,0,315.02,Cluster 3
1321,30,8,40,7,28,Premium,14.49,iOS,1,26.9,Cluster 2
1322,31,29,73,21,89,Premium,187.26,iOS,0,1941.96,Cluster 1
1323,49,5,42,8,27,Free,29.75,iOS,1,76.76,Cluster 2
1324,26,3,21,2,12,Free,2.96,Android,1,12.96,Cluster 4
1325,44,30,70,30,89,Premium,116,iOS,0,1908.61,Cluster 1
1326,30,20,26,2,92,Free,47.34,Android,1,360.75,Cluster 3
1327,29,19,15,0,86,Free,13.42,iOS,1,339.03,Cluster 3
1328,45,26,71,26,80,Basic,152.23,iOS,1,1321.42,Cluster 1
1329,20,3,6,3,4,Free,8.95,Android,0,3.15,Cluster 4
1330,29,26,68,26,75,Basic,379.34,Android,0,1846.64,Cluster 1
1331,27,14,17,1,91,Free,43.12,iOS,0,333.57,Cluster 3
1332,29,30,70,23,96,Premium,271.56,iOS,0,1692.71,Cluster 1
1333,24,2,8,2,7,Free,6.47,iOS,1,53.2,Cluster 4
1334,29,10,17,2,81,Basic,58.06,iOS,1,313.26,Cluster 3
1335,30,5,12,0,2,Basic,4.77,Android,1,77.23,Cluster 4
1336,29,30,81,30,81,Premium,306.66,iOS,0,1078.05,Cluster 1
1337,33,6,36,7,11,Free,29.78,Android,1,186.79,Cluster 2
1338,35,8,35,8,20,Basic,21.54,iOS,0,3.09,Cluster 2
1339,32,30,61,30,74,Premium,279.44,Android,0,1080.21,Cluster 1
1340,33,1,14,3,14,Free,5.69,Android,1,92.89,Cluster 4
1341,32,3,12,1,6,Free,3.55,iOS,1,53.68,Cluster 4
1342,28,18,16,1,67,Free,15.82,Android,1,153.69,Cluster 3
1343,41,8,21,3,18,Free,21.24,iOS,1,9.66,Cluster 2
1344,38,28,77,23,98,Basic,220.97,iOS,0,1563.62,Cluster 1
1345,51,7,43,4,28,Basic,8.64,Android,1,132.7,Cluster 2
1346,24,1,14,3,12,Free,9.52,Android,1,10.97,Cluster 4
1347,26,16,25,1,63,Basic,18.77,iOS,0,172.1,Cluster 3
1348,37,6,22,4,19,Free,11.52,iOS,1,57.36,Cluster 2
1349,41,7,44,7,16,Free,26.2,iOS,1,39.78,Cluster 2
1350,36,5,26,6,19,Free,22.31,iOS,1,142.2,Cluster 2
1351,34,30,79,21,95,Premium,210.37,iOS,0,1242.1,Cluster 1
1352,21,4,8,0,1,Free,7.95,iOS,1,41.01,Cluster 4
1353,28,2,12,2,2,Free,7.79,Android,1,67.18,Cluster 4
1354,33,3,17,3,4,Basic,6.68,Android,1,23.32,Cluster 4
1355,41,8,33,5,24,Basic,27.06,iOS,1,22.69,Cluster 2
1356,29,4,12,2,10,Free,7.2,Android,1,32.07,Cluster 4
1357,46,9,44,7,29,Free,26.99,Android,1,39.49,Cluster 2
1358,26,16,15,2,62,Basic,27.43,iOS,1,187.84,Cluster 3
1359,27,20,18,2,89,Free,36.29,iOS,0,125.56,Cluster 3
1360,20,1,5,2,14,Free,3.22,iOS,1,56.72,Cluster 4
1361,19,2,22,3,9,Free,6.09,iOS,1,1.53,Cluster 4
1362,42,27,83,21,98,Premium,238.94,Android,0,1213.21,Cluster 1
1363,19,2,10,3,8,Free,4.4,Android,1,14.02,Cluster 4
1364,27,20,21,1,72,Basic,26.79,iOS,0,128.61,Cluster 3
1365,29,28,65,27,80,Premium,138.02,iOS,0,1425.5,Cluster 1
1366,27,18,20,2,88,Basic,42.66,Android,0,138.34,Cluster 3
1367,52,9,24,5,26,Free,9.33,iOS,1,121.81,Cluster 2
1368,37,9,20,7,13,Basic,25.47,iOS,0,196.54,Cluster 2
1369,24,1,12,3,12,Free,7.08,iOS,1,56.34,Cluster 4
1370,46,8,27,5,10,Premium,16.24,iOS,1,186.53,Cluster 2
1371,49,9,35,6,23,Free,22.34,iOS,1,52.72,Cluster 2
1372,33,10,17,1,70,Free,17.9,iOS,0,259.44,Cluster 3
1373,28,30,77,23,80,Basic,311.32,Android,0,1447.29,Cluster 1
1374,26,30,65,22,83,Premium,220.49,iOS,0,1945.55,Cluster 1
1375,50,4,41,4,20,Free,16.79,Android,1,114.41,Cluster 2
1376,40,7,36,3,24,Free,5.63,iOS,1,9.29,Cluster 2
1377,33,16,15,2,75,Free,51.79,iOS,0,314.57,Cluster 3
1378,22,15,15,1,79,Premium,40.31,iOS,1,229.58,Cluster 3
1379,28,20,29,0,62,Premium,34.04,iOS,1,257.74,Cluster 3
1380,26,14,22,2,80,Basic,17.99,iOS,0,144.32,Cluster 3
1381,24,3,6,0,0,Basic,1.2,Android,1,84.19,Cluster 4
1382,35,3,18,1,12,Free,6.1,Android,1,72.57,Cluster 4
1383,18,5,15,3,12,Free,0.53,Android,1,76.49,Cluster 4
1384,48,6,25,5,12,Basic,11.59,iOS,0,162.72,Cluster 2
1385,41,7,28,3,17,Basic,22.87,Android,0,167.71,Cluster 2
1386,36,28,61,29,97,Premium,105.48,iOS,0,1418.61,Cluster 1
1387,44,6,43,8,24,Free,2.83,iOS,1,132.38,Cluster 2
1388,35,15,27,2,92,Free,31.63,iOS,1,286.56,Cluster 3
1389,37,29,78,20,77,Premium,206.88,iOS,0,1099.89,Cluster 1
1390,22,5,18,2,18,Free,5.15,iOS,0,82.68,Cluster 4
1391,45,4,33,7,17,Free,9.17,iOS,0,158.78,Cluster 2
1392,36,30,64,25,81,Premium,325.74,iOS,0,1139.7,Cluster 1
1393,26,4,17,3,2,Free,8.52,Android,1,21.7,Cluster 4
1394,37,3,5,1,3,Free,1.99,Android,1,27.7,Cluster 4
1395,42,8,28,4,11,Basic,9.34,Android,1,176.38,Cluster 2
1396,33,30,70,27,80,Premium,190.48,Android,0,1911.79,Cluster 1
1397,36,2,12,3,7,Free,4.74,iOS,0,88.09,Cluster 4
1398,29,2,20,2,18,Free,0.48,iOS,1,96.77,Cluster 4
1399,25,1,23,2,5,Free,0.45,Android,1,36.48,Cluster 4
1400,40,8,26,4,10,Free,12.42,iOS,1,173.29,Cluster 2
1401,35,27,62,26,83,Basic,199.68,Android,1,1064.92,Cluster 1
1402,38,7,27,8,15,Basic,2.84,Android,1,15.8,Cluster 2
1403,29,28,66,26,91,Premium,319.83,Android,0,1638.16,Cluster 1
1404,35,25,79,28,97,Premium,356.65,Android,0,1045.58,Cluster 1
1405,39,30,80,23,91,Premium,140.99,iOS,0,1920.55,Cluster 1
1406,22,10,11,2,90,Free,51.13,Android,1,368.77,Cluster 3
1407,45,26,89,26,84,Premium,296.09,Android,1,1346.45,Cluster 1
1408,30,7,36,6,15,Basic,23.28,Android,1,102.46,Cluster 2
1409,42,27,75,25,72,Basic,239.22,iOS,0,1394.25,Cluster 1
1410,22,20,26,2,76,Free,17.44,iOS,0,397.06,Cluster 3
1411,30,6,28,8,12,Free,11.38,iOS,1,113.41,Cluster 2
1412,34,29,67,27,87,Premium,246.61,Android,0,1790.82,Cluster 1
1413,34,28,86,27,93,Premium,219.08,Android,0,1036.15,Cluster 1
1414,32,5,16,3,14,Free,0.75,iOS,1,15.31,Cluster 4
1415,27,6,20,2,16,Free,1.22,iOS,1,25.64,Cluster 4
1416,24,19,21,1,87,Basic,10.61,Android,0,338.98,Cluster 3
1417,32,10,15,2,84,Basic,34.59,iOS,1,306,Cluster 3
1418,45,6,21,5,13,Basic,21.64,iOS,1,175.99,Cluster 2
1419,36,28,76,23,78,Basic,360.69,iOS,0,1850.19,Cluster 1
1420,35,29,73,22,86,Premium,150.56,iOS,0,1530.22,Cluster 1
1421,38,7,25,4,20,Free,3.09,Android,1,62.82,Cluster 2
1422,37,29,80,28,72,Premium,257.38,iOS,0,1371.19,Cluster 1
1423,35,6,23,4,28,Free,19.1,iOS,1,66.24,Cluster 2
1424,35,18,14,1,95,Basic,56.35,iOS,0,197.84,Cluster 3
1425,22,17,23,0,66,Free,26.8,iOS,1,350.37,Cluster 3
1426,38,29,79,28,87,Premium,255.58,Android,0,1940.65,Cluster 1
1427,41,9,40,6,23,Premium,23.89,Android,0,3.79,Cluster 2
1428,29,11,24,2,83,Free,51.34,iOS,0,362.28,Cluster 3
1429,31,26,78,21,94,Premium,144.5,iOS,0,1148.86,Cluster 1
1430,18,1,20,0,1,Free,4,Android,1,22.38,Cluster 4
1431,34,20,13,0,64,Basic,58.36,iOS,1,296.37,Cluster 3
1432,26,30,66,20,79,Premium,123.88,Android,0,1613.24,Cluster 1
1433,53,6,29,5,20,Premium,10.09,Android,1,7.51,Cluster 2
1434,30,27,62,30,94,Premium,193.5,iOS,0,1411.48,Cluster 1
1435,45,6,36,7,28,Free,15.89,iOS,1,198.2,Cluster 2
1436,30,30,89,29,72,Premium,363.9,iOS,0,1193.93,Cluster 1
1437,52,9,33,8,20,Free,5.86,Android,1,136.95,Cluster 2
1438,40,4,31,7,24,Basic,17.57,Android,1,141.31,Cluster 2
1439,24,2,22,2,16,Basic,9.3,iOS,1,61.56,Cluster 4
1440,28,6,9,3,7,Free,9.27,iOS,0,0.3,Cluster 4
1441,27,16,14,1,61,Free,47.67,iOS,0,381.45,Cluster 3
1442,29,1,23,1,11,Free,4.6,iOS,0,32.05,Cluster 4
1443,19,1,23,3,10,Free,7.29,iOS,1,19.1,Cluster 4
1444,30,1,7,1,4,Free,2.19,iOS,1,86.88,Cluster 4
1445,42,8,36,6,20,Premium,26.66,iOS,1,83.04,Cluster 2
1446,27,16,12,2,74,Basic,57.34,iOS,1,139.38,Cluster 3
1447,40,30,85,20,76,Premium,234.88,Android,0,1652.35,Cluster 1
1448,31,30,74,30,79,Premium,274.93,iOS,0,1869.8,Cluster 1
1449,40,28,81,22,74,Premium,313.76,iOS,0,1631.39,Cluster 1
1450,31,17,24,2,74,Basic,30.15,Android,0,122.93,Cluster 3
1451,27,29,72,26,84,Premium,133.49,iOS,0,1989.84,Cluster 1
1452,32,16,23,1,94,Premium,54.32,iOS,1,346.46,Cluster 3
1453,29,18,17,1,73,Free,40.4,Android,1,300.26,Cluster 3
1454,41,8,37,3,12,Basic,10.7,Android,1,137.67,Cluster 2
1455,21,5,25,1,13,Free,8.61,iOS,0,85.73,Cluster 4
1456,38,9,25,6,20,Free,8.37,Android,1,123.87,Cluster 2
1457,32,19,18,2,77,Free,57.52,iOS,0,344.68,Cluster 3
1458,33,27,84,23,92,Premium,153.91,iOS,0,1153.1,Cluster 1
1459,23,19,14,2,77,Basic,39.06,iOS,0,361.57,Cluster 3
1460,25,10,21,0,84,Free,50.69,iOS,0,298.67,Cluster 3
1461,38,1,25,2,13,Free,6.82,Android,1,29.4,Cluster 4
1462,29,16,16,1,71,Premium,49.13,iOS,0,272.41,Cluster 3
1463,25,6,12,0,12,Free,6,Android,1,15.93,Cluster 4
1464,27,16,18,0,65,Premium,38.86,Android,1,326.68,Cluster 3
1465,36,27,69,21,89,Premium,157.23,iOS,0,1553.56,Cluster 1
1466,32,30,82,26,78,Basic,266.26,iOS,0,1110.48,Cluster 1
1467,28,14,14,1,76,Basic,26.91,iOS,1,328.16,Cluster 3
1468,47,5,37,5,27,Free,15.68,iOS,1,61.91,Cluster 2
1469,39,6,33,3,17,Free,12.19,Android,1,35.48,Cluster 2
1470,37,25,71,29,76,Premium,192.1,Android,0,1196.43,Cluster 1
1471,26,5,23,0,12,Free,4.14,iOS,1,27.87,Cluster 4
1472,32,20,26,0,66,Basic,26.28,iOS,1,298.04,Cluster 3
1473,32,20,20,1,80,Basic,53.45,iOS,1,343.54,Cluster 3
1474,43,9,40,7,26,Premium,13.86,Android,1,173.34,Cluster 2
1475,30,30,83,23,78,Premium,365.66,Android,0,1954.67,Cluster 1
1476,48,7,32,6,15,Premium,6.98,Android,1,122.18,Cluster 2
1477,24,3,6,2,12,Free,2.57,Android,1,27.62,Cluster 4
1478,22,2,24,2,1,Free,4.68,Android,1,18.34,Cluster 4
1479,25,3,11,3,6,Free,5.17,Android,0,35.26,Cluster 4
1480,24,18,14,1,83,Basic,44.16,Android,0,334.6,Cluster 3
1481,37,29,68,22,87,Premium,299.3,iOS,0,1982.42,Cluster 1
1482,28,16,29,0,78,Free,24.94,Android,1,370.36,Cluster 3
1483,31,28,67,24,75,Basic,289.92,Android,0,1206.59,Cluster 1
1484,40,10,20,7,19,Free,21.73,Android,0,61.09,Cluster 2
1485,25,2,18,1,14,Free,4.46,Android,1,81.99,Cluster 4
1486,33,3,19,0,4,Free,0.59,iOS,1,99.14,Cluster 4
1487,25,2,22,3,17,Free,8.4,iOS,1,93.68,Cluster 4
1488,33,3,6,1,7,Free,0.39,Android,1,57.43,Cluster 4
1489,30,30,89,30,78,Premium,178.92,iOS,0,1065.27,Cluster 1
1490,26,17,24,2,65,Free,50.18,Android,0,264.56,Cluster 3
1491,33,3,9,1,12,Free,0.82,iOS,0,78.11,Cluster 4
1492,24,11,19,0,67,Basic,39.55,iOS,1,260.31,Cluster 3
1493,26,13,11,1,82,Free,34.06,Android,0,335.84,Cluster 3
1494,34,30,64,22,91,Premium,272.95,iOS,0,1884.42,Cluster 1
1495,47,4,21,3,19,Basic,21.57,Android,0,83.15,Cluster 2
1496,21,3,11,2,2,Free,0.66,iOS,1,84.36,Cluster 4
1497,35,26,83,22,97,Premium,385.34,iOS,0,1433.96,Cluster 1
1498,35,29,77,21,94,Premium,371.25,iOS,1,1207.46,Cluster 1
1499,28,16,24,2,75,Free,52.8,iOS,1,146.61,Cluster 3
1500,30,30,75,26,96,Premium,389.15,Android,0,1112.55,Cluster 1
1501,32,3,16,3,17,Free,0.12,iOS,1,13.22,Cluster 4
1502,25,1,17,2,14,Free,8.32,iOS,1,34.78,Cluster 4
1503,37,6,22,8,28,Free,29.11,iOS,1,61.95,Cluster 2
1504,40,7,34,7,15,Premium,12.93,Android,0,157.95,Cluster 2
1505,40,10,26,4,20,Free,18.82,Android,1,49.97,Cluster 2
1506,35,25,64,26,86,Premium,203.11,Android,0,1773.15,Cluster 1
1507,25,29,84,30,97,Premium,297.92,iOS,0,1564.85,Cluster 1
1508,28,28,73,22,80,Basic,387.93,iOS,0,1681.68,Cluster 1
1509,37,29,73,27,100,Premium,133.29,iOS,0,1233.09,Cluster 1
1510,28,3,14,0,10,Free,9.89,Android,1,18.66,Cluster 4
1511,24,2,21,1,14,Basic,9.27,iOS,1,95.86,Cluster 4
1512,29,1,11,1,6,Free,8.36,Android,1,84.39,Cluster 4
1513,31,28,76,21,96,Premium,256.71,iOS,0,1311.89,Cluster 1
1514,31,1,11,3,17,Free,5.45,Android,1,42.21,Cluster 4
1515,40,30,85,23,88,Basic,237.58,iOS,0,1482.25,Cluster 1
1516,44,5,39,6,18,Premium,10.23,Android,1,41.86,Cluster 2
1517,32,13,15,1,96,Premium,57.74,iOS,1,377.96,Cluster 3
